bins,pdf
88.0,0.0008471808748713361
89.0,0.0008335375125015552
90.0,0.0008202626558716518
91.0,0.0008073424211003885
92.0,0.0007947635922741835
93.0,0.0007825135824899578
94.0,0.0007705803975593784
95.0,0.0007589526021666408
96.0,0.0007476192882901658
97.0,0.00073657004571503
98.0,0.0007257949344778348
99.0,0.0007152844590991714
100.0,0.0007050295444710385
101.0,0.0006950215132776186
102.0,0.0006852520648378611
103.0,0.0006757132552674319
104.0,0.0006663974788658874
105.0,0.0006572974506424754
106.0,0.0006484061899008442
107.0,0.0006397170048092157
108.0,0.0006312234778883015
109.0,0.0006229194523544762
110.0,0.0006147990192604968
111.0,0.000606856505380446
112.0,0.0005990864617895753
113.0,0.0005914836530934093
114.0,0.0005840430472638321
115.0,0.0005767598060429841
116.0,0.0005696292758786342
117.0,0.0005626469793573069
118.0,0.0005558086071038563
119.0,0.0005491100101183878
120.0,0.0005425471925234749
121.0,0.0005361163046964986
122.0,0.0005298136367636771
123.0,0.0005236356124339558
124.0,0.0005175787831524096
125.0,0.0005116398225541847
126.0,0.00050581552120127
127.0,0.0005001027815855658
128.0,0.0004944986133828039
129.0,0.0004890001289428841
130.0,0.00048360453900312344
131.0,0.0004783091486117855
132.0,0.0004731113532500628
133.0,0.0004680086351414341
134.0,0.00046299855973801364
135.0,0.00045807877237415915
136.0,0.00045324699507820715
137.0,0.0004485010235337651
138.0,0.0004438387241825143
139.0,0.00043925803146096414
140.0,0.0004347569451640532
141.0,0.0004303335279289175
142.0,0.00042598590283254243
143.0,0.0004217122510973843
144.0,0.00041751080989939457
145.0,0.0004133798702732028
146.0,0.00040931777510951566
147.0,0.00040532291724007524
148.0,0.00040139373760578233
149.0,0.0003975287235038404
150.0,0.00039372640691000813
151.0,0.00038998536287226693
152.0,0.000386304207972414
153.0,0.00038268159885228466
154.0,0.0003791162308014871
155.0,0.00037560683640370173
156.0,0.0003721521842387586
157.0,0.00036875107763785324
158.0,0.00036540235348940406
159.0,0.00036210488109318504
160.0,0.0003588575610604943
161.0,0.00035565932425823336
162.0,0.0003525091307948856
163.0,0.00034940596904648407
164.0,0.0003463488547207571
165.0,0.000343336829957735
166.0,0.00034036896246518493
167.0,0.00033744434468732556
168.0,0.00033456209300535033
169.0,0.000331721346968362
170.0,0.0003289212685533881
171.0,0.0003261610414532164
172.0,0.000323439870390847
173.0,0.0003207569804594201
174.0,0.00031811161648653065
175.0,0.00031550304242189533
176.0,0.00031293054074738665
177.0,0.00031039341190849517
178.0,0.00030789097376632556
179.0,0.0003054225610692748
180.0,0.00030298752494358085
181.0,0.00030058523240196494
182.0,0.00029821506586963316
183.0,0.0002958764227269285
184.0,0.00029356871486796427
185.0,0.00029129136827459534
186.0,0.00028904382260511586
187.0,0.00028682553079709757
188.0,0.000284635958683811
189.0,0.00028247458462369446
190.0,0.00028034089914236187
191.0,0.0002782344045866613
192.0,0.0002761546147903175
193.0,0.00027410105475071363
194.0,0.0002720732603163849
195.0,0.0002700707778848158
196.0,0.0002680931641101516
197.0,0.00026613998562044895
198.0,0.00026421081874410834
199.0,0.00026230524924514574
200.0,0.00026042287206697485
201.0,0.00025856329108438556
202.0,0.0002567261188634169
203.0,0.00025491097642883656
204.0,0.0002531174930389478
205.0,0.00025134530596746164
206.0,0.00024959406029217567
207.0,0.00024786340869021835
208.0,0.00024615301123962266
209.0,0.0002444625352270042
210.0,0.00024279165496112867
211.0,0.00024114005159216035
212.0,0.00023950741293639314
213.0,0.00023789343330627268
214.0,0.00023629781334552603
215.0,0.00023472025986922215
216.0,0.00023316048570859397
217.0,0.0002316182095604586
218.0,0.0002300931558410793
219.0,0.0002285850545443185
220.0,0.00022709364110393672
221.0,0.00022561865625989817
222.0,0.0002241598459285493
223.0,0.0002227169610765404
224.0,0.00022128975759836696
225.0,0.00021987799619741085
226.0,0.00021848144227036632
227.0,0.00021709986579494008
228.0,0.0002157330412207187
229.0,0.00021438074736310065
230.0,0.0002130427673001941
231.0,0.0002117188882725844
232.0,0.00021040890158588075
233.0,0.00020911260251595172
234.0,0.00020782979021676564
235.0,0.00020656026763075263
236.0,0.00020530384140160946
237.0,0.00020406032178947023
238.0,0.00020282952258836922
239.0,0.00020161126104592474
240.0,0.00020040535778517477
241.0,0.00019921163672849895
242.0,0.0001980299250235616
243.0,0.0001968600529712153
244.0,0.00019570185395530415
245.0,0.00019455516437431015
246.0,0.00019341982357478613
247.0,0.00019229567378652203
248.0,0.00019118256005939253
249.0,0.00019008033020183554
250.0,0.0001889888347209137
251.0,0.00018790792676391107
252.0,0.00018683746206142097
253.0,0.00018577729887188008
254.0,0.00018472729792750697
255.0,0.0001836873223816044
256.0,0.0001826572377571851
257.0,0.00018163691189688346
258.0,0.00018062621491411575
259.0,0.00017962501914545298
260.0,0.0001786331991041721
261.0,0.00017765063143495153
262.0,0.00017667719486967896
264.0,0.00017475724015695584
265.0,0.00017381048952654473
266.0,0.00017287240495307194
267.0,0.00017194287497836715
268.0,0.00017102178998797883
269.0,0.00017010904217394058
270.0,0.00016920452549842462
271.0,0.00016830813565825786
272.0,0.00016741977005027688
273.0,0.00016653932773749922
274.0,0.00016566670941608878
275.0,0.00016480181738309378
276.0,0.00016394455550493647
277.0,0.0001630948291866346
278.0,0.0001622525453417349
279.0,0.0001614176123629397
280.0,0.00016058994009340833
281.0,0.00015976943979871525
282.0,0.000158956024139448
283.0,0.00015814960714442773
284.0,0.00015735010418453616
285.0,0.00015655743194713348
286.0,0.00015577150841105135
287.0,0.00015499225282214637
288.0,0.0001542195856693996
289.0,0.0001534534286615478
290.0,0.00015269370470423339
291.0,0.00015194033787765886
292.0,0.00015119325341473398
294.0,0.0001497176381472354
296.0,0.00014826628301856866
297.0,0.0001475495277420143
298.0,0.00014683862926859388
300.0,0.00014543413464047637
301.0,0.0001447404069079372
305.0,0.00014202080269748172
306.0,0.00014135441818266634
307.0,0.00014069331936009303
309.0,0.0001393867438826957
311.0,0.0001381006148155254
312.0,0.00013746507706732943
313.0,0.00013683448377273437
314.0,0.00013620878085086625
315.0,0.00013558791498205998
316.0,0.00013497183359477153
317.0,0.00013436048485275604
318.0,0.00013375381764250502
319.0,0.00013315178156093698
320.0,0.00013255432690333546
321.0,0.0001319614046515288
323.0,0.00013078896465606337
324.0,0.00013020935220567633
325.0,0.00012963408272559187
326.0,0.00012906311046113577
327.0,0.00012849639027803062
328.0,0.00012793387765211895
329.0,0.00012737552865928764
330.0,0.00012682129996558872
331.0,0.00012627114881755174
332.0,0.0001257250330326845
333.0,0.0001251829109901567
334.0,0.00012464474162166326
335.0,0.00012411048440246319
336.0,0.0001235800993425897
337.0,0.0001230535469782285
338.0,0.00012253078836325985
339.0,0.00012201178506096115
340.0,0.00012149649913586677
342.0,0.00012047693013394198
343.0,0.00011997257362133127
344.0,0.00011947178759912884
345.0,0.00011897453652130754
346.0,0.0001184807852973658
347.0,0.00011799049928519483
348.0,0.00011750364428407783
349.0,0.00011702018652781818
350.0,0.00011654009267799383
351.0,0.00011606332981733542
352.0,0.00011558986544322554
354.0,0.00011465270417926206
355.0,0.00011418894430056846
356.0,0.00011372835691854875
359.0,0.00011236532640894824
360.0,0.00011191712753750107
361.0,0.0001114719522724573
363.0,0.00011059055815693988
364.0,0.00011015428297501961
365.0,0.00010972091872623936
366.0,0.00010929043809257596
368.0,0.0001084380200439481
370.0,0.00010759681679907978
371.0,0.00010718035585405648
375.0,0.00010554152719458323
376.0,0.00010513845048804167
378.0,0.00010434008502270657
381.0,0.00010316165590728608
382.0,0.00010277385298039733
385.0,0.00010162515208736934
386.0,0.00010124708173516866
389.0,0.00010012706219835714
392.0,9.902789510965878e-05
393.0,9.866604550759439e-05
394.0,9.830643264622481e-05
395.0,9.79490370748266e-05
399.0,9.654124623547728e-05
401.0,9.585016456747166e-05
402.0,9.550776333182581e-05
403.0,9.516743137697946e-05
406.0,9.415867621944956e-05
409.0,9.316792263109431e-05
410.0,9.284159362386514e-05
414.0,9.155545505521523e-05
415.0,9.123863545282126e-05
417.0,9.061054560108393e-05
418.0,9.029924495484125e-05
419.0,8.998975383181101e-05
421.0,8.937614111335991e-05
427.0,8.757722398261888e-05
429.0,8.699118609511655e-05
431.0,8.641176827024982e-05
434.0,8.555482508467115e-05
436.0,8.499150277744053e-05
437.0,8.471219597686912e-05
439.0,8.415822969393475e-05
442.0,8.333871809468243e-05
443.0,8.306855036561429e-05
446.0,8.226689380102122e-05
449.0,8.147827047383725e-05
450.0,8.121824074340379e-05
453.0,8.044653478221742e-05
454.0,8.019205864357301e-05
455.0,7.993894473912736e-05
457.0,7.943676268400294e-05
462.0,7.820444034886584e-05
466.0,7.724173399493742e-05
468.0,7.676789050015519e-05
469.0,7.653281409948384e-05
470.0,7.62989559418858e-05
472.0,7.583485889843602e-05
478.0,7.447089849549008e-05
489.0,7.20757805754336e-05
493.0,7.123702466839818e-05
496.0,7.06187588452602e-05
501.0,6.960832584079005e-05
502.0,6.940917916953859e-05
504.0,6.901377234658347e-05
507.0,6.842778067451428e-05
509.0,6.804179057475474e-05
510.0,6.785017795644276e-05
514.0,6.70928000684737e-05
520.0,6.598329264644204e-05
521.0,6.58013984932685e-05
522.0,6.562035311231151e-05
527.0,6.472766429779398e-05
530.0,6.420188661998548e-05
536.0,6.317180050677153e-05
544.0,6.184129119014049e-05
551.0,6.0715598099196394e-05
554.0,6.024375030683669e-05
560.0,5.931849771709359e-05
562.0,5.9015422413439354e-05
570.0,5.782897524059331e-05
571.0,5.768351381912011e-05
575.0,5.710782569826956e-05
580.0,5.640179682889373e-05
590.0,5.503334442435029e-05
593.0,5.463375267284693e-05
596.0,5.423905687980118e-05
598.0,5.3978604680165535e-05
599.0,5.3849172864361306e-05
603.0,5.33366704750852e-05
604.0,5.320983624197017e-05
614.0,5.196911050852656e-05
616.0,5.172684535913551e-05
618.0,5.148648940269563e-05
624.0,5.077666667946642e-05
625.0,5.065997578295248e-05
639.0,4.9072873443207694e-05
647.0,4.8203403361173976e-05
648.0,4.809655671497249e-05
649.0,4.7990111115273354e-05
655.0,4.7359741789589685e-05
659.0,4.694725337660519e-05
662.0,4.664186840416024e-05
672.0,4.5647852141097484e-05
673.0,4.5550427475411476e-05
679.0,4.4973211720176247e-05
685.0,4.44082926880534e-05
689.0,4.403833006074017e-05
700.0,4.304742387629302e-05
707.0,4.243635734109762e-05
711.0,4.209374847712902e-05
723.0,4.109355731986961e-05
737.0,3.997662512607865e-05
738.0,3.989881684322544e-05
742.0,3.959013678159466e-05
751.0,3.89102236939275e-05
762.0,3.810571475939621e-05
767.0,3.774930478992333e-05
780.0,3.684861852032979e-05
793.0,3.5983783267164545e-05
815.0,3.4596403856815366e-05
818.0,3.4414242901419254e-05
836.0,3.3354614570460805e-05
839.0,3.318338438273577e-05
846.0,3.278959300061067e-05
858.0,3.213268820443531e-05
859.0,3.207895433943611e-05
868.0,3.160212709164413e-05
894.0,3.0290005783366034e-05
896.0,3.0192906926332555e-05
899.0,3.0048244985647336e-05
905.0,2.9762422553776133e-05
908.0,2.9621235581823814e-05
911.0,2.9481180774158922e-05
914.0,2.9342245368442905e-05
915.0,2.9296180143416032e-05
935.0,2.8400006808646348e-05
936.0,2.835642092356981e-05
942.0,2.8097270999249258e-05
944.0,2.8011778955932475e-05
950.0,2.775793152812909e-05
955.0,2.7549357139517243e-05
957.0,2.7466670409793134e-05
959.0,2.738440370395336e-05
967.0,2.7059477474469742e-05
987.0,2.6275139716074215e-05
1016.0,2.5204303053198707e-05
1056.0,2.3843982405811318e-05
1069.0,2.342846294656941e-05
1087.0,2.2873053994733753e-05
1106.0,2.2310596937969288e-05
1122.0,2.1854891163800863e-05
1163.0,2.0756447306948157e-05
1406.0,1.580339429979563e-05
1974.0,9.705476036404839e-06
2225.0,8.171963646787753e-06
2428.0,7.2084823646661885e-06
2771.0,5.9619373177436155e-06
